iter	RMSE
844	0.3404310633
845	0.3403638202
846	0.3403549759
847	0.3403498977
848	0.340287618
849	0.3400300842
850	0.3399691163
851	0.3398900659
852	0.3397815327
853	0.3396708585
854	0.3396587
855	0.3396057907
856	0.3395831977
857	0.339530566
858	0.3395281902
859	0.3393487735
860	0.3392095375
861	0.3391675399
862	0.3391239375
863	0.3390766474
864	0.3390648352
865	0.3389366936
866	0.3388711
867	0.3388128017
868	0.3388012757
869	0.3386960026
870	0.3386365741
871	0.3385574434
872	0.3385239609
873	0.3385132231
874	0.338451689
875	0.3384180889
876	0.3383074935
877	0.3381437747
878	0.3380475054
879	0.3379115468
880	0.3378785668
881	0.3377863917
882	0.3377304457
883	0.3377029693
884	0.3376173847
885	0.3375514863
886	0.3375081321
887	0.3373596153
888	0.3372415955
889	0.33718713
890	0.3371539101
891	0.337112192
892	0.3370356945
893	0.3369342859
894	0.3369273211
895	0.3368988943
896	0.3368775839
897	0.3368585718
898	0.336801413
899	0.3367032391
900	0.3366175041
901	0.3365751736
902	0.336460806
903	0.3364015748
904	0.3363374193
905	0.3362362988
906	0.3361058494
907	0.3360235969
908	0.3359847084
909	0.3359000949
910	0.3358814894
911	0.3358421153
912	0.3358114067
913	0.3356956958
914	0.3356183887
915	0.335571496
916	0.3354924367
917	0.3353918084
918	0.3353362671
919	0.3353173164
920	0.3351994742
921	0.3351158513
922	0.33500066
923	0.3349532223
924	0.3349040786
925	0.3348130155
926	0.3347898784
927	0.334785658
928	0.3346412914
929	0.3345838325
930	0.3345193121
931	0.3344889106
932	0.33443384
933	0.3342978787
934	0.3342110542
935	0.3341803628
936	0.3341494718
937	0.3340330947
938	0.3339336731
939	0.3338237683
940	0.333778231
941	0.3336673941
942	0.3336372565
943	0.3336051009
944	0.3336002683
945	0.3335538508
946	0.3334636905
947	0.3334355287
948	0.3333937362
949	0.3333713597
950	0.3333211306
951	0.3332615421
952	0.3332325925
953	0.3331911494
954	0.3330430365
955	0.3330062259
956	0.3328549267
957	0.3327765816
958	0.3327438336
959	0.332704183
960	0.3326559414
961	0.3324918518
962	0.3324224001
963	0.3322540564
964	0.3322320531
965	0.3321426486
966	0.3319229485
967	0.3318986667
968	0.331852678
969	0.331842382
970	0.3317947572
971	0.3317449813
972	0.3317326397
973	0.331690549
974	0.3316094661
975	0.3315371201
976	0.3314553855
977	0.3313998486
978	0.3313028828
979	0.3311320643
980	0.3310069157
981	0.3309835754
982	0.3309778162
983	0.3308706938
984	0.3307298522
985	0.3306704302
986	0.3306483891
987	0.3306152823
988	0.330558677
989	0.3304514458
990	0.3304064298
991	0.3303623339
992	0.3303348099
993	0.330309015
994	0.3302265602
995	0.3301419379
996	0.3300829832
997	0.3300013752
998	0.329977826
999	0.3299562999
